Abundance,SAMEA728908,SAMEA728622,SAMEA728808,SAMEA728663,SAMEA728854,SAMEA728851,SAMEA728772,SAMEA728755,SAMEA728706,SAMEA728646,SAMEA728680,SAMEA728785,SAMEA728913,SAMEA728876,SAMEA728697,SAMEA728749,SAMEA728887,SAMEA728929,SAMEA728674,SAMEA728602,SAMEA728690,SAMEA728923,SAMEA728791,SAMEA728862,SAMEA728821,SAMEA728920,SAMEA728942,SAMEA728873,SAMEA728933,SAMEA728685,SAMEA728630,SAMEA728611,SAMEA728760,SAMEA728703,SAMEA728805,SAMEA728814,SAMEA728734,SAMEA728665,SAMEA728740,SAMEA728617,SAMEA728899,SAMEA728627,SAMEA728652,SAMEA728783,SAMEA728672,SAMEA728777,SAMEA728902,SAMEA728797,SAMEA728586,SAMEA728835,SAMEA728649,SAMEA728918,SAMEA728843,SAMEA728788,SAMEA728574,SAMEA728831,SAMEA728726,SAMEA728799,SAMEA728916,SAMEA728867,SAMEA728635,SAMEA728700,SAMEA728865,SAMEA728670,SAMEA728717,SAMEA728667,SAMEA728614,SAMEA728950,SAMEA728794,SAMEA728692,SAMEA728884,SAMEA728599,SAMEA728766,SAMEA728582,SAMEA728826,SAMEA728769,SAMEA728890,SAMEA728638,SAMEA728661,SAMEA728894,SAMEA728848,SAMEA728817,SAMEA728925,SAMEA728802,SAMEA728774,SAMEA728763,SAMEA728905,SAMEA728897,SAMEA728589,SAMEA728723,SAMEA728745,SAMEA728720,SAMEA728731,SAMEA728712,SAMEA728780,SAMEA728565,SAMEA728845,SAMEA728570,SAMEA728676,SAMEA728752,SAMEA728643,SAMEA728594,SAMEA728709,SAMEA728859,SAMEA728743,SAMEA728714,SAMEA728910,SAMEA728856,SAMEA728839,SAMEA728658,SAMEA728737,SAMEA728946,SAMEA728655,SAMEA728561,SAMEA728870,SAMEA728938,SAMEA728578,SAMEA728881,SAMEA728812,SAMEA728829,SAMEA728878,SAMEA728728,SAMEA728607,SAMEA728758
t__SGB14202,,,,,,,,,,,,,,,,0.04281,0,0,0.08999,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08698,0,0,0,0,0,0,0,0,0,0.03026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04698,0,0
t__SGB58520,,,,,,,,,,,,,,,,0.03102,0,0,0,0,0,0,0,0.03422,0,0,0.00453,0,0,0,0,0,0,0,0,0.01954,0,0,0,0,0,0,0,0,0,0,0,0,0.00579,0,0,0,0,0,0.02278,0,0,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,0.03604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02006,0,0,0
t__SGB14019,,,,,,,,,,,,,,,,0.01798,0,0,0,0,0,0,0,0,0,0.06406,0,0,0,0,0,0,0.11606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB40307,,,,,,,,,,,,,,,,0.01412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14295,,,,,,,,,,,,,,,,0.01335,0,0.00418,0,0,0,0,0,0,0,0,0,0,0,0.01327,0,0,0.03458,0,0,0.04138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0.01268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14952,,,,,,,,,,,,,,,,0.01289,0,0,0,0,0,0.02765,0,0.01061,0,0,0,0,0.0018,0,0,0,0.00351,0,0,0.00756,0,0,0,0.00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229,0.00268,0,0,0,0.07656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.02641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0
t__SGB4158,,,,,,,,,,,,,,,,0.01165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01737,0,0,0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0.07576,0.05645,0,0,0,0,0,0,0,0.33656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04094,0,0.44555,0,0,0,0,0,0,0,0.18411,0,0,0,0,0,0,0,0,0.00408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03219,0,0,0,0.13117,0,0,0,0,0,0,0,0
t__SGB14022,,,,,,,,,,,,,,,,0.01162,0,0,0,0,0,0.08358,0,0,0,0,0,0,0,0,0.0074,0,0,0,0,0,0.00554,0,0,0,0.00481,0,0,0,0,0,0,0,0,0,0,0,0,0.09404,0,0,0,0.00715,0,0,0.04531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763,0,0,0.02442,0,0.01353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825,0,0.04499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4437,,,,,,,,,,,,,,,,0.01072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01371,0,0,0,0.00881,0,0,0,0,0,0.01913,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01795,0,0
t__SGB15045,,,,,,,,,,,,,,,,0.01,0,0,0,0,0,0,0,0,0,0,0.00475,0,0,0,0,0.00985,0.00975,0,0.01061,0.00172,0,0,0,0,0,0,0,0.01945,0.00521,0.00433,0.00358,0,0,0,0,0,0,0,0,0,0.00242,0,0,0.00334,0.01715,0.00012,0.00258,0,0.02146,0,0,0.01022,0.01116,0.05813,0.00205,0,0.0333,0,0.00737,0.00209,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0.003,0,0.01407,0,0,0,0.00088,0,0,0,0.00345,0.0024,0,0,0.01347,0.05098,0,0,0,0,0.01385,0,0.00436,0,0,0.00416,0.00699,0,0,0.01558,0,0,0.00933,0,0
t__SGB8637,,,,,,,,,,,,,,,,0.00358,0,0,0,0,0,0.00957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10986,0,0,0,0,0,0,0,0,0,0,0,0,0.10627,0,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6307,,,,,,,,,,,,,,,,0.00354,0,0.00112,0.08245,0,0.00292,0.04922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811,0,0,0,0,0,0,0,0.0058,0,0.00461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB29380,,,,,,,,,,,,,,,,0.00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0.00244,0,0,0,0,0,0,0
t__SGB14194,,,,,,,,,,,,,,,,0.00299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0.01602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921,0.01848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,0,0,0,0,0,0.09025,0,0,0,0,0,0,0.00685,0,0
t__SGB15354,,,,,,,,,,,,,,,,0.00235,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0,0,0,0,0,0,0.00153,0,0.00116,0,0,0.00127,0,0,0.00118,0,0,0.00063,0,0.00434,0,0,0,0,0,0,0,0,0,0,0.00535,0,0,0,0,0,0,0,0,0,0.00442,0,0.00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0.00564,0,0,0
t__SGB14868,,,,,,,,,,,,,,,,0.00123,0,0,0,0,0,0,0,0,0.06748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0,0.00188,0,0.02302,0,0,0,0,0,0,0
t__SGB14007,,,,,,,,,,,,,,,,0.0011,0,0.01475,0,0,0.59027,0,0,0.01582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0,0,0,0.00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629,0
t__SGB104890,,,,,,,,,,,,,,,,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159,0,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0,0.00265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1912,,,,,,,,,,,,,,,,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15160,,,,,,,,,,,,,,,,0.00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286,0.00099,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0,0,0.00081,0,0.00524,0,0,0,0.01208,0,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0.00432,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0.01471,0,0,0,0,0,0,0,0,0
c__CFGB3012,,,,,,,,,,,,,,,,,1.01153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36297,0,0,0.39309,0,0,0,0
c__CFGB635,,,,,,,,,,,,,,,,,0.01282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26971,0,0,0,0.00717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB3012,,,,,,,,,,,,,,,,,1.01153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36297,0,0,0.39309,0,0,0,0
o__OFGB635,,,,,,,,,,,,,,,,,0.01282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26971,0,0,0,0.00717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB3012,,,,,,,,,,,,,,,,,1.01153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36297,0,0,0.39309,0,0,0,0
f__FGB635,,,,,,,,,,,,,,,,,0.01282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26971,0,0,0,0.00717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9480,,,,,,,,,,,,,,,,,1.01153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36297,0,0,0.39309,0,0,0,0
g__GGB27106,,,,,,,,,,,,,,,,,0.01537,0.14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03292,0,0,0,0.00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25226,0,0,0,0,0,0.12379,0,0,0,0,0,0,0,0,0,0.00064,0,0
g__GGB1551,,,,,,,,,,,,,,,,,0.01282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3819,,,,,,,,,,,,,,,,,0.0099,0,0,0,0,0.103,0.06236,0,0,0,0,0.07455,0,0,0,0,0,0,0,0,0,0,0,0,0.01536,0,0,0.08558,0,0.00819,0.01494,0.09176,0,0,0,0,0,0.04463,0,0,0.02544,0,0,0,0,0,0,0.08638,0,0,0,0,0,0,0,0,0,0,0,0.11356,0,0,0.06887,0,0,0.02084,0,0,0.15411,0,0,0,0,0,0,0,0,0,0,0,0.38377,0,0,0,0,0,0,0.124,0,0,0,0,0.03274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminococcus_bovis,,,,,,,,,,,,,,,,,2.1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19736,0,0,0,0,0,1.61344,0,0,0,0,0,0.45381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934,0,0,0,0,0.34552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9480_SGB14874,,,,,,,,,,,,,,,,,1.00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34837,0,0,0.39247,0,0,0,0
s__Enterocloster_asparagiformis,,,,,,,,,,,,,,,,,0.03503,0,0,0.00285,0,0.00937,0,0,0,0,0.0185,0,0.00183,0,0,0,0,0,0,0.00362,0,0,0,0.0038,0,0,0,0,0,0,0,0.00864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351,0,0,0,0,0,0,0,0.00155,0,0,0.00204,0,0,0,0,0,0.01321,0,0.00789,0,0,0,0,0
s__GGB27106_SGB6188,,,,,,,,,,,,,,,,,0.01537,0.14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03292,0,0,0,0.00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25182,0,0,0,0,0,0.12379,0,0,0,0,0,0,0,0,0,0.00064,0,0
s__GGB1551_SGB2136,,,,,,,,,,,,,,,,,0.01282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enterocloster_clostridioformis,,,,,,,,,,,,,,,,,0.01091,0,0,0,0,0.00331,0.00177,0,0.00187,0,0,0,0.00286,0,0,0,0,0,0,0,0,0,0.12586,0,0,0,0,0,0,0,0,0,0,0,0.00391,0,0,0,0,0,0,0,0,0,0.01216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978,0,0,0,0,0,0,0,0,0.02084,0,0,0,0,0,0,0,0,0,0.01359,0,0.44388,0.0359,0,0,0,0,1.90122,0,0,0,0,0,0,0,0,0,0,0,0.00672,0,0.02597,0,0,0.05234,0,0,0,0
s__GGB3819_SGB5184,,,,,,,,,,,,,,,,,0.0099,0,0,0,0,0.103,0.06236,0,0,0,0,0.07455,0,0,0,0,0,0,0,0,0,0,0,0,0.01536,0,0,0.08558,0,0.00819,0.01494,0.09176,0,0,0,0,0,0.04463,0,0,0.02544,0,0,0,0,0,0,0.08638,0,0,0,0,0,0,0,0,0,0,0,0.11356,0,0,0.06887,0,0,0.02084,0,0,0.15411,0,0,0,0,0,0,0,0,0,0,0,0.38377,0,0,0,0,0,0,0.124,0,0,0,0,0.03274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pseudoflavonifractor_sp_Marseille_P3106,,,,,,,,,,,,,,,,,0.00966,0,0,0,0,0,0,0,0.02616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0,0,0,0,0,0,0,0,0
s__GGB9480_SGB14873,,,,,,,,,,,,,,,,,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106,0,0,0.00062,0,0,0,0
s__Clostridiales_bacterium_1_7_47FAA,,,,,,,,,,,,,,,,,0.00556,0,0,0,0,0,0.00633,0,0,0,0.02305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304,0.00531,0,0,0,0,0,0.01009,0,0,0,0,0,0,0,0,0,0,0,0,0.00664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02008,0,0,0.23817,0,0,0,0
s__Clostridium_sp_chh4_2,,,,,,,,,,,,,,,,,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lawsonibacter_sp_NSJ_52,,,,,,,,,,,,,,,,,0.00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9480_SGB14875,,,,,,,,,,,,,,,,,0.00141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401,0,0,0,0,0,0,0
s__Gordonibacter_massiliensis,,,,,,,,,,,,,,,,,0.00129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4272,,,,,,,,,,,,,,,,,2.1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19736,0,0,0,0,0,1.61344,0,0,0,0,0,0.45381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934,0,0,0,0,0.34552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14874,,,,,,,,,,,,,,,,,1.00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34837,0,0,0.39247,0,0,0,0
t__SGB4724,,,,,,,,,,,,,,,,,0.03503,0,0,0.00285,0,0.00937,0,0,0,0,0.0185,0,0.00183,0,0,0,0,0,0,0.00362,0,0,0,0.0038,0,0,0,0,0,0,0,0.00864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351,0,0,0,0,0,0,0,0.00155,0,0,0.00204,0,0,0,0,0,0.01321,0,0.00789,0,0,0,0,0
t__SGB4742,,,,,,,,,,,,,,,,,0.02266,0,0,0,0,0.00383,0.00317,0,0.08326,0,0.06261,0,0,0,0,0,0.26718,0,0,0,0,0,0.0114,0,0,0.00263,0,0.05462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474,0,0,0,0,0,0,0,0,0.00396,0,0,0,0,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127,0,0,0,0,0.00448,0,0,0.0013,0,0,0,0,0.00763,0,0,0,0,0.0101,0,0,0,0,0,0,0.00616,0,0,0,0,0.00645,0,0,0,0
