Abundance,1000IBD00059,1000IBD00654,1000IBD00598,1000IBD00646,1000IBD00702,1000IBD00540,1000IBD00510,1000IBD00395,1000IBD00435,1000IBD00594,1000IBD00275,1000IBD00631,1000IBD00286,1000IBD00357,1000IBD00723,1000IBD00310,1000IBD00641,1000IBD00545,1000IBD00192,1000IBD00082,1000IBD00726,1000IBD00711,1000IBD00255,1000IBD00097,1000IBD00419,1000IBD00479,1000IBD00064,1000IBD00671,1000IBD00652,1000IBD00629,1000IBD00625,1000IBD00607,1000IBD00253,1000IBD00111,1000IBD00105,1000IBD00409,1000IBD00550,1000IBD00050,1000IBD00125,1000IBD00018,1000IBD00126,1000IBD00150,1000IBD00114,1000IBD00600,1000IBD00509,1000IBD00374,1000IBD00548,1000IBD00103,1000IBD00408,1000IBD00508,1000IBD00666,1000IBD00326,1000IBD00234,1000IBD00494,1000IBD00534,1000IBD00701,1000IBD00538,1000IBD00204,1000IBD00624,1000IBD00495,1000IBD00033,1000IBD00343,1000IBD00273,1000IBD00215,1000IBD00385,1000IBD00627,1000IBD00328,1000IBD00147,1000IBD00063,1000IBD00311,1000IBD00281,1000IBD00342,1000IBD00030,1000IBD00194,1000IBD00614,1000IBD00010,1000IBD00185,1000IBD01332,1000IBD00161,1000IBD00514,1000IBD00364,1000IBD00304,1000IBD00173,1000IBD00287,1000IBD00339,1000IBD00027,1000IBD00423,1000IBD00676,1000IBD00264,1000IBD00224,1000IBD00200,1000IBD00202,1000IBD00106,1000IBD00107,1000IBD00278,1000IBD00536,1000IBD00664,1000IBD00036,1000IBD00225,1000IBD00195,1000IBD00474,1000IBD00016,1000IBD00296,1000IBD00068,1000IBD00626,1000IBD00469,1000IBD00072,1000IBD00032,1000IBD00583,1000IBD00442,1000IBD00014,1000IBD00345,1000IBD00265,1000IBD00145,1000IBD00128,1000IBD01329,1000IBD00119,1000IBD00458,1000IBD00308,1000IBD00141,1000IBD00219,1000IBD00156,1000IBD00633,1000IBD00098,1000IBD00604,1000IBD00054,1000IBD00621,1000IBD00703,1000IBD00112,1000IBD00329,1000IBD00006,1000IBD00569,1000IBD00421,1000IBD00655,1000IBD00410,1000IBD00295,1000IBD00188,1000IBD00492,1000IBD00386,1000IBD00416,1000IBD00077,1000IBD00644,1000IBD00630,1000IBD00069,1000IBD00649,1000IBD00681,1000IBD00567,1000IBD00663,1000IBD00566,1000IBD00334,1000IBD00044,1000IBD00039,1000IBD00505,1000IBD00688,1000IBD00686,1000IBD00293,1000IBD00512,1000IBD00367,1000IBD00363,1000IBD00643,1000IBD00040,1000IBD00229,1000IBD00066,1000IBD00187,1000IBD00100,1000IBD00571,1000IBD00043,1000IBD00401,1000IBD00580,1000IBD00692,1000IBD00535,1000IBD00679,1000IBD00485,1000IBD00695,1000IBD00301,1000IBD00669,1000IBD00596,1000IBD00205,1000IBD00684,1000IBD00041,1000IBD00390,1000IBD00690,1000IBD00360,1000IBD00637,1000IBD00486,1000IBD00559,1000IBD00248,1000IBD00605,1000IBD00448,1000IBD00228,1000IBD00713,1000IBD00123,1000IBD00042,1000IBD00035,1000IBD00108,1000IBD00398,1000IBD00109,1000IBD00277,1000IBD00086,1000IBD00477,1000IBD00331,1000IBD00155,1000IBD00332,1000IBD00028,1000IBD00581,1000IBD00309
f__FGB2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00833,0.55988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB79676,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB79964,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28617,0,0,0,0.06673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11092,0,0,0,0.10577,0,0.00763,0.395,0,0,0,0.22679,0,0,0.01581,0.20045,0,0,0,0,0,0,0,0,0,0,0,0.1306,0,0,0,0,0,0.00346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03805,1.21218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9411,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05738,0,0,0.2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57423,0,0,0,0,0,0,1.25034,0,0,0,0,0,0,0,0,0,0,0.62618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9694,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15209,0.07069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03981,0,0,0,0,0,0
g__GGB9637,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9176,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08833,0.00305,0.07831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204,0,0,0,0,0,0,0,0,0,0,0,0.32044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11854,0,0.05386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03395,0,0,0,0,0.04421,0,0.02027,0,0,0,0,0,0,0,0.04208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB35068,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02001,0.02862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05013,0,0,0,0.03083,0.14003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511,0,0,0
g__GGB9342,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04869,0.30342,0,0,0,0,0,0,0,0,0,0,0.21794,0,0,0,0,0,0,0,0,0,0.99156,0,1.74186,0,0,0,0,0,0,0,0,0,0.02932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60568,0.20972,0,0,0,0,0,0,0,0,0,0,0.34233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89019,0,0,0,0,1.29896,0,0.69672,0,0,0,0,0,0,0,0.07153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03952,0,0,0.01893,0.00186,0,0,0,0.48499,0,1.61233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54722,0,0,0,0,0,0,0,0.45217,0,0,0,0,0,0,0,0,0,0.04025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02741,0.69179,0,0,0,0,0,0.34576,0,0,0,0,0,0,0,0,0,0,0,0,0.01678,0,0,0.05365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38702,0.64487,0,0,0,0,0,0,0,0,0,0.52262,0,0,0,0.00901,0,0,0,0,0,0
g__GGB4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB74403,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0273,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB34231,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02163,0,0.02673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaerococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02108,0,0,0,0,0,0.00372,0,0,0.14764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0.01789,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01642,0,0,0,0,0.01628,0,0,0,0,0,0,0,0,0,0,0,0.02106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9350,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9618,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01122,0,0,0,0,0,0,0,0,0,0.01982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Pseudoruminococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01656,0,0,0,0,0,0,0,0,0,0,0,0.57025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71865,0,0,0,0,0,0,2.14425,0,0,0,0,0,0,0.51999,0,0,0,0,2.55095,0,0,0,0,0,0,0,0,0,0,0,5.47842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9561,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09077,0,0.07626,0.03663,0,0,0,0,0,0,0,0.03998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02837,0.1283,0,0,0,0.00501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02576,0,0.30238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12915,0.02459,0,0.06056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00833,0.55988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB28319,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9786,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00122,0,0,0.0262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79676_SGB1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79964_SGB15109,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Oscillospiraceae_bacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79763,1.04047,0.24893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88736,0,0,0.61634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37516,0.87314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3486_SGB4658,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28617,0,0,0,0.06673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11092,0,0,0,0.10577,0,0.00763,0.395,0,0,0,0.22679,0,0,0.01581,0.20045,0,0,0,0,0,0,0,0,0,0,0,0.1306,0,0,0,0,0,0.00346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03805,1.21218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9411_SGB14765,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05738,0,0,0.01498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9694_SGB15204,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15209,0.07069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03981,0,0,0,0,0,0
