Abundance,CSM7KOR4,CSM5MCU4,PSM6XBVY,CSM79HJC,HSM7CZ2V,HSM5MD4P,PSM6XBTJ,CSM5MCVB,PSM7J1BN,PSM6XBTH,HSM5MD4W,HSMA33NG,CSM5MCXZ,MSM5LLH2,MSM5LLF2,CSM5MCV1,PSM7J1CK,CSM67UB5,CSM67UH3,MSM5LLHG,HSM5MD4U,CSM5MCVD,CSM5MCVF,ESM5GEYX,PSM6XBS2,HSM5MD7W,CSM5FZ3V,PSM6XBS4,MSM9VZM4,MSM5LLGN,CSM79HJI,PSM7J1CS,MSM5LLI2,CSM79HJ6,CSM5FZ46,PSM7J13U,CSM67UCU,HSM5MD8J,CSM5FZ3R,MSM5LLIC,MSM5LLI4,CSM5MCV5,CSM5MCW4,MSM5LLGR,MSM5LLII,HSM5MEE5,HSM67VCX,PSM6XBS6,HSM5FZBP,PSM6XBTN,MSM5LLHR,CSM67UB7,ESM718U9,MSM5LLIG,HSM5FZBR,HSM5MD8F,MSM5LLD6,ESM5GEYW,MSM633FF,ESM7F5AE,CSM7KOR8,HSM6XRQB,MSM5LLHQ,PSMA2651,ESM5ME9D,CSM79HJ8,MSM5LLHE,MSM5FZ9X,MSM5LLHI,PSM7J149,CSM79HJ2,CSM5FZ42,CSM7KOQP,HSM5FZC2,HSM5MD5K,MSM9VZLX,CSM5MCVZ,HSM7CYWS,CSM5MCWK,CSM79HHW,CSM5MCWI,CSM67UAI,HSM5MD5X,CSM7KOQZ,CSM5YRY7,CSM7KOKP,MSM5FZ9Q,ESM5GEYY,MSM5LLIM,MSM5FZ9V,MSM5LLIK,MSM5LLGD,MSM5LLE9,MSM5LLHX,MSM5LLI8,HSM7J4JW,MSM5LLIE,CSM5MCWA,CSM5MCXF,PSM7J13Y,CSM7KOKH,ESM5MEBA,MSM5LLGJ,CSM79HJ4,MSM5FZ9N,ESM5MEDP,PSM6XBQM,MSM5LLFG,MSM5LLGH,CSM79HNY,CSM67UB9,ESM5MEE2,CSM67U9V,CSM5MCVJ,MSM79HBX,CSM5FZ3Z,CSM5FZ3X,PSM7J1B3,PSM6XBRM,MSM5LLHA,HSM5FZBQ,MSM9VZJJ,ESM5ME9G,HSM7J4Q3,PSM6XBRK,CSM5MCXX,ESM5MEE6,HSM5MD4B,ESM5MEDZ,HSM5MD4A,CSM5FZ44,MSM5LLI6,PSM7J1CO,CSM5LLGB,CSM79HG7,ESM5MEB9,HSM5MD5H,MSM5LLGF,CSM5MCVV,MSM5ZOJY,CSM79HH2,MSM6J2RG,MSM5LLE3,PSM7J143,CSM5FZ3T,HSM5MD3L,MSM5LLH8,HSM5MD7Z,PSM6XBTF,CSM5FZ3N,MSM5LLHO,CSM67U9X,MSM5LLIS,CSM5FZ4C,CSM7KOKL,HSM67VIJ,MSM5FZA2,HSM5MD49,MSM5LLH4,PSM6XBSC
c__CFGB593,,,,,,,,,,,,,,,,,,,,,,0.10415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2106,,,,,,,,,,,,,,,,,,,,,,1.4479,3.42721,0,0,0,3.03973,0,0,0,0,0,0,0,0,0,0,0,0.08893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5949,0,0,0,0.30968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12834,0,0,0,0,0,0,0,0,0,0,0.27661,0,0,0,4.26086,0,0,0,0,0,0
o__OFGB76370,,,,,,,,,,,,,,,,,,,,,,0.11496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10539,0,0,0,0,0,0,1.55994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB593,,,,,,,,,,,,,,,,,,,,,,0.10415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Aeromonadales,,,,,,,,,,,,,,,,,,,,,,0.00933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806,0,0.12927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2106,,,,,,,,,,,,,,,,,,,,,,1.4479,3.42721,0,0,0,3.03973,0,0,0,0,0,0,0,0,0,0,0,0.08893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5949,0,0,0,0.30968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12834,0,0,0,0,0,0,0,0,0,0,0.27661,0,0,0,4.26086,0,0,0,0,0,0
f__FGB76370,,,,,,,,,,,,,,,,,,,,,,0.11496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10539,0,0,0,0,0,0,1.55994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB593,,,,,,,,,,,,,,,,,,,,,,0.10415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Succinivibrionaceae,,,,,,,,,,,,,,,,,,,,,,0.00933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB5980,,,,,,,,,,,,,,,,,,,,,,1.4479,3.42721,0,0,0,3.03973,0,0,0,0,0,0,0,0,0,0,0,0.08893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5949,0,0,0,0.30968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12834,0,0,0,0,0,0,0,0,0,0,0.27661,0,0,0,4.26086,0,0,0,0,0,0
g__GGB9513,,,,,,,,,,,,,,,,,,,,,,0.43401,0.59364,0,0,0,0.04223,0,0,0,0,0,0,0,0,0,0,0,0.59003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22655,0,0,0,0.06872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49601,0,0,0,0,0,0,0,0,0,0,0.05275,0,0,0,0.44107,0,0,0,0,0,0
g__GGB79751,,,,,,,,,,,,,,,,,,,,,,0.11496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10539,0,0,0,0,0,0,1.55994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB1345,,,,,,,,,,,,,,,,,,,,,,0.10415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3819,,,,,,,,,,,,,,,,,,,,,,0.03975,0.04174,0,0,0,0.01051,0,0,0.06601,0,0,0,0,0.27332,0,0,0,0.04769,0.05279,0,0,0,0.1735,0,0,0.01259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26653,0,0,0,0,0,0,0,0,0,0.75607,0,0,0,0,0,0,0,0,0.08316,0,0,0,0.02839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06311,0,0,0,0,0,0.58255,0.12411,0.75364,0.00212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10489,0,0,0,0.01809,0,0,0,0.2521,0,0,0,0,0,0.43645,0,0,0,0,0.05728,0,0,0,0.00563,0,0,0,0,0,0
g__GGB2732,,,,,,,,,,,,,,,,,,,,,,0.00933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB79097,,,,,,,,,,,,,,,,,,,,,,0.00548,0.03543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03599,0,0,0,0.09329,0,0,0,0,0,0
g__Sellimonas,,,,,,,,,,,,,,,,,,,,,,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0,0,0,0,0,0,0,0,0,0,0.01716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695,0,0,0,0.02899,0,0,0,0,0,0.10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12371,0.05722,0,0
s__GGB5980_SGB8599,,,,,,,,,,,,,,,,,,,,,,1.4479,3.42721,0,0,0,3.03973,0,0,0,0,0,0,0,0,0,0,0,0.08893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5949,0,0,0,0.30968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12834,0,0,0,0,0,0,0,0,0,0,0.27661,0,0,0,4.26086,0,0,0,0,0,0
s__GGB9513_SGB14911,,,,,,,,,,,,,,,,,,,,,,0.43401,0.59364,0,0,0,0.04223,0,0,0,0,0,0,0,0,0,0,0,0.59003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22655,0,0,0,0.06872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49601,0,0,0,0,0,0,0,0,0,0,0.05275,0,0,0,0.44107,0,0,0,0,0,0
s__Gemmiger_SGB1481,,,,,,,,,,,,,,,,,,,,,,0.28656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6285,0,0,0,0,0,0.00994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785,0,0,0,0,0
s__Clostridium_sp_C5_48,,,,,,,,,,,,,,,,,,,,,,0.11702,0.02558,0,0,0,0.04699,0,0,0,0,0,0,0,0,0,0,0,0.08117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02076,0.0061,0,0,0,0.06675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02124,0,0,0,0,0,0,0,0,0,0,0.07983,0,0,0,0,0,0,0,0,0,0
s__GGB79751_SGB6028,,,,,,,,,,,,,,,,,,,,,,0.11496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10539,0,0,0,0,0,0,1.55994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1345_SGB1803,,,,,,,,,,,,,,,,,,,,,,0.10415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3819_SGB5184,,,,,,,,,,,,,,,,,,,,,,0.03975,0.04174,0,0,0,0.01051,0,0,0.06601,0,0,0,0,0.27332,0,0,0,0.04769,0.05279,0,0,0,0.1735,0,0,0.01259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26653,0,0,0,0,0,0,0,0,0,0.75607,0,0,0,0,0,0,0,0,0.08316,0,0,0,0.02839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06311,0,0,0,0,0,0.58255,0.12411,0.75364,0.00212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10489,0,0,0,0.01809,0,0,0,0.2521,0,0,0,0,0,0.43645,0,0,0,0,0.05728,0,0,0,0.00563,0,0,0,0,0,0
s__Clostridiales_bacterium_1_7_47FAA,,,,,,,,,,,,,,,,,,,,,,0.01854,0,0,0,0,0.01567,0,0,0,0,0,0,0,0,0,0,0,0.11949,0.00359,0,0,0,0.00466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.01048,0,0.1939,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05266,0,0,0,0,0,0,0,0,0,0,0.04547,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_SGB14888,,,,,,,,,,,,,,,,,,,,,,0.00945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02199,0,0,0,0.03662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01157,0,0
s__GGB2732_SGB58358,,,,,,,,,,,,,,,,,,,,,,0.00933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Collinsella_tanakaei,,,,,,,,,,,,,,,,,,,,,,0.00916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79097_SGB105802,,,,,,,,,,,,,,,,,,,,,,0.00548,0.03543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03599,0,0,0,0.09329,0,0,0,0,0,0
s__Sellimonas_intestinalis,,,,,,,,,,,,,,,,,,,,,,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0,0,0,0,0,0,0,0,0,0,0.01716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695,0,0,0,0.02899,0,0,0,0,0,0.10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12371,0.05722,0,0
t__SGB8599,,,,,,,,,,,,,,,,,,,,,,1.4479,3.42721,0,0,0,3.03973,0,0,0,0,0,0,0,0,0,0,0,0.08893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5949,0,0,0,0.30968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12834,0,0,0,0,0,0,0,0,0,0,0.27661,0,0,0,4.26086,0,0,0,0,0,0
t__SGB14911,,,,,,,,,,,,,,,,,,,,,,0.43401,0.59364,0,0,0,0.04223,0,0,0,0,0,0,0,0,0,0,0,0.59003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22655,0,0,0,0.06872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49601,0,0,0,0,0,0,0,0,0,0,0.05275,0,0,0,0.44107,0,0,0,0,0,0
t__SGB1481,,,,,,,,,,,,,,,,,,,,,,0.28656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6285,0,0,0,0,0,0.00994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785,0,0,0,0,0
t__SGB4752,,,,,,,,,,,,,,,,,,,,,,0.11702,0.02558,0,0,0,0.04699,0,0,0,0,0,0,0,0,0,0,0,0.08117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02076,0.0061,0,0,0,0.06675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02124,0,0,0,0,0,0,0,0,0,0,0.07983,0,0,0,0,0,0,0,0,0,0
t__SGB6028_group,,,,,,,,,,,,,,,,,,,,,,0.11496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10539,0,0,0,0,0,0,1.55994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1803,,,,,,,,,,,,,,,,,,,,,,0.10415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5184,,,,,,,,,,,,,,,,,,,,,,0.03975,0.04174,0,0,0,0.01051,0,0,0.06601,0,0,0,0,0.27332,0,0,0,0.04769,0.05279,0,0,0,0.1735,0,0,0.01259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26653,0,0,0,0,0,0,0,0,0,0.75607,0,0,0,0,0,0,0,0,0.08316,0,0,0,0.02839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06311,0,0,0,0,0,0.58255,0.12411,0.75364,0.00212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10489,0,0,0,0.01809,0,0,0,0.2521,0,0,0,0,0,0.43645,0,0,0,0,0.05728,0,0,0,0.00563,0,0,0,0,0,0
