Abundance,SAMN03469518,SAMN03469407,SAMN03469276,SAMN03469589,SAMN03469332,SAMN03469424,SAMN03469406,SAMN03469365,SAMN03469563,SAMN03469429,SAMN03469489,SAMN03469313,SAMN03469396,SAMN03469272,SAMN03469525,SAMN03469393,SAMN03469581,SAMN03469379,SAMN03469463,SAMN03469268,SAMN03469333,SAMN03469233,SAMN03469430,SAMN03469386,SAMN03469252,SAMN03469374,SAMN03469311,SAMN03469527,SAMN03469329,SAMN03469408,SAMN03469242,SAMN03469304,SAMN03469411,SAMN03469288,SAMN03469533,SAMN03469549,SAMN03469341,SAMN03469372,SAMN03469439,SAMN03469593,SAMN03469275,SAMN03469558,SAMN03469255,SAMN03469284,SAMN03469425,SAMN03469560,SAMN03469522,SAMN03469462,SAMN03469431,SAMN03469331,SAMN03469248,SAMN03469239,SAMN03469401,SAMN03469436,SAMN03469287,SAMN03469294,SAMN03469383,SAMN03469366,SAMN03469568,SAMN03469504,SAMN03469321,SAMN03469487,SAMN03469543,SAMN03469293,SAMN03469301,SAMN03469483,SAMN03469541,SAMN03469263,SAMN03469405,SAMN03469231,SAMN03469385,SAMN03469440,SAMN03469458,SAMN03469514,SAMN03469261,SAMN03469506,SAMN03469352,SAMN03469477,SAMN03469488,SAMN03469437,SAMN03469356,SAMN03469259,SAMN03469314,SAMN03469583,SAMN03469446,SAMN03469597,SAMN03469271,SAMN03469444,SAMN03469550,SAMN03469575,SAMN03469559,SAMN03469310,SAMN03469573,SAMN03469482,SAMN03469354,SAMN03469298,SAMN03469348,SAMN03469342,SAMN03469468,SAMN03469453,SAMN03469357,SAMN03469378,SAMN03469296,SAMN03469492,SAMN03469325,SAMN03469571,SAMN03469320,SAMN03469235,SAMN03469307,SAMN03469479,SAMN03469591,SAMN03469247,SAMN03469280,SAMN03469303,SAMN03469344,SAMN03469576,SAMN03469227,SAMN03469222,SAMN03469358,SAMN03469596,SAMN03469600,SAMN03469484,SAMN03469459,SAMN03469460,SAMN03469495,SAMN03469503,SAMN03469494,SAMN03469300,SAMN03469493,SAMN03469360,SAMN03469273,SAMN03469336,SAMN03469414,SAMN03469397,SAMN03469502,SAMN03469594,SAMN03469434,SAMN03469448,SAMN03469278,SAMN03469553,SAMN03469370,SAMN03469339,SAMN03469295,SAMN03469403,SAMN03469237,SAMN03469592,SAMN03469535,SAMN03469428,SAMN03469574,SAMN03469607,SAMN03469566,SAMN03469530,SAMN03469323,SAMN03469586,SAMN03469557,SAMN03469501,SAMN03469509,SAMN03469521,SAMN03469270,SAMN03469545,SAMN03469394,SAMN03469395,SAMN03469262,SAMN03469466,SAMN03469351,SAMN03469230,SAMN03469286,SAMN03469420,SAMN03469570,SAMN03469544,SAMN03469343,SAMN03469427,SAMN03469361,SAMN03469519,SAMN03469457,SAMN03469274,SAMN03469441,SAMN03469523,SAMN03469461,SAMN03469442,SAMN03469381,SAMN03469254,SAMN03469538,SAMN03469398,SAMN03469299,SAMN03469312,SAMN03469587,SAMN03469432,SAMN03469404,SAMN03469251,SAMN03469317,SAMN03469236,SAMN03469279,SAMN03469511,SAMN03469531,SAMN03469540,SAMN03469500,SAMN03469292,SAMN03469390,SAMN03469426,SAMN03469229,SAMN03469435,SAMN03469302,SAMN03469605,SAMN03469588,SAMN03469285,SAMN03469243,SAMN03469315,SAMN03469363,SAMN03469542,SAMN03469322,SAMN03469253,SAMN03469413,SAMN03469590,SAMN03469524,SAMN03469451,SAMN03469572,SAMN03469250,SAMN03469306,SAMN03469246,SAMN03469465,SAMN03469400,SAMN03469290,SAMN03469392,SAMN03469601,SAMN03469232,SAMN03469447,SAMN03469520,SAMN03469491,SAMN03469469,SAMN03469316,SAMN03469289,SAMN03469245,SAMN03469260,SAMN03469510,SAMN03469319,SAMN03469349,SAMN03469554,SAMN03469577,SAMN03469567,SAMN03469283,SAMN03469345,SAMN03469355,SAMN03469338,SAMN03469450,SAMN03469564,SAMN03469455,SAMN03469359,SAMN03469377,SAMN03469318,SAMN03469478,SAMN03469512,SAMN03469362,SAMN03469375,SAMN03469415,SAMN03469224,SAMN03469496,SAMN03469547,SAMN03469490,SAMN03469402,SAMN03469240,SAMN03469513,SAMN03469241,SAMN03469373,SAMN03469480,SAMN03469384,SAMN03469228,SAMN03469256,SAMN03469249,SAMN03469369,SAMN03469582,SAMN03469470,SAMN03469334,SAMN03469380,SAMN03469238,SAMN03469328,SAMN03469335,SAMN03469347,SAMN03469526,SAMN03469291,SAMN03469464,SAMN03469433,SAMN03469281,SAMN03469516,SAMN03469497,SAMN03469517,SAMN03469476,SAMN03469449,SAMN03469569,SAMN03469422,SAMN03469330,SAMN03469277,SAMN03469337,SAMN03469388,SAMN03469580,SAMN03469602,SAMN03469548,SAMN03469269,SAMN03469305,SAMN03469340,SAMN03469508,SAMN03469565,SAMN03469534,SAMN03469423,SAMN03469585,SAMN03469456,SAMN03469258,SAMN03469257,SAMN03469367,SAMN03469445,SAMN03469604,SAMN03469471,SAMN03469486,SAMN03469528,SAMN03469579,SAMN03469454,SAMN03469297,SAMN03469505,SAMN03469532,SAMN03469606,SAMN03469552,SAMN03469371,SAMN03469498,SAMN03469223,SAMN03469225,SAMN03469481,SAMN03469409,SAMN03469382,SAMN03469244,SAMN03469421,SAMN03469399,SAMN03469234,SAMN03469438,SAMN03469599,SAMN03469546,SAMN03469539,SAMN03469391,SAMN03469452,SAMN03469537,SAMN03469226,SAMN03469551,SAMN03469412,SAMN03469326,SAMN03469389,SAMN03469282,SAMN03469555,SAMN03469387,SAMN03469309,SAMN03469499,SAMN03469598,SAMN03469561,SAMN03469443,SAMN03469308,SAMN03469376,SAMN03469410,SAMN03469467,SAMN03469515,SAMN03469327,SAMN03469578,SAMN03469353,SAMN03469556,SAMN03469364,SAMN03469368,SAMN03469346,SAMN03469350,SAMN03469584,SAMN03469562,SAMN03469536,SAMN03469529
k__Bacteria,99.9986,99.97719,100.0,100.0,99.97423,100.0,100.0,99.99908,99.99644,100.0,100.0,100.0,100.0,100.0,99.85146,100.0,0.0,99.98707,99.99429,100.0,99.96725,100.0,100.0,100.0,100.0,99.99091,100.0,99.63525,99.95022,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9076,99.96877,100.0,100.0,100.0,100.0,100.0,100.0,99.46448,100.0,99.99037,100.0,100.0,99.84358,99.89389,100.0,99.8254,99.99092,99.9674,100.0,100.0,99.9947,100.0,99.7821,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.98325,100.0,100.0,99.96739,0.0,99.95744,100.0,0.0,99.91884,99.87926,100.0,100.0,100.0,99.88331,100.0,99.43982,100.0,100.0,100.0,100.0,99.99512,100.0,100.0,100.0,100.0,100.0,100.0,99.82213,100.0,100.0,98.55709,99.98943,100.0,100.0,99.79041,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.27971,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.24732,99.67492,100.0,100.0,100.0,99.99392,100.0,100.0,100.0,99.97875,100.0,100.0,100.0,100.0,99.86658,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.97144,99.87062,100.0,100.0,100.0,100.0,99.98059,99.7932,99.24875,100.0,100.0,100.0,100.0,100.0,100.0,93.80368,99.98917,99.69225,100.0,99.98119,100.0,100.0,100.0,99.55968,99.73802,100.0,100.0,100.0,99.9806,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.96318,99.73276,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.85196,100.0,100.0,100.0,100.0,100.0,99.95399,100.0,100.0,99.97303,100.0,100.0,100.0,99.92111,100.0,98.93834,100.0,99.96082,100.0,100.0,99.49973,100.0,100.0,100.0,100.0,100.0,99.95335,100.0,100.0,100.0,0.0,100.0,100.0,100.0,99.8995,99.88113,99.96025,100.0,95.84754,100.0,99.8731,100.0,100.0,100.0,0.0,100.0,99.96972,98.29494,100.0,88.5434,99.99522,99.35656,99.95446,100.0,100.0,99.22294,0.0,100.0,99.58977,99.9876,97.20247,99.81362,100.0,100.0,99.94067,100.0,100.0,99.99319,99.99088,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.91862,100.0,100.0,100.0,100.0,99.9719,85.2116,100.0,100.0,99.64177,99.58014,100.0,100.0,99.94259,99.99961,100.0,99.51826,99.98989,99.67124,100.0,100.0,100.0,99.98903,100.0,100.0,100.0,100.0,100.0,99.06057,100.0,99.56643,0.0,100.0,99.96603,99.99392,100.0,0.0,100.0,100.0,100.0,100.0,100.0,99.75526,100.0,100.0,98.55808,100.0,100.0,100.0,99.97791,100.0,100.0,99.99646,100.0,99.97025,100.0,100.0,100.0,100.0,100.0
p__Firmicutes,94.88151,93.14951,24.36987,0,39.0699,5.76569,58.36076,52.46118,51.03403,26.73971,5.33855,18.01608,52.8478,24.42239,48.90697,23.02244,0.0,40.91459,50.78402,20.07957,31.87027,23.66892,39.32449,13.50636,25.82602,36.87369,7.85607,74.85395,86.67776,9.27645,42.34381,35.60476,12.16209,16.21838,31.81006,0,65.60004,7.45329,22.14178,39.93279,46.22334,0.0,74.58087,4.70804,35.69004,59.36916,36.52421,13.9022,51.84117,92.69352,48.26579,7.00747,93.88284,26.96549,4.66404,14.98244,76.62946,41.6345,57.61884,39.85833,1.04683,22.42352,99.59411,23.78458,95.33512,84.01112,68.80691,35.38681,14.57269,30.47253,17.39362,59.40808,46.85581,92.80394,24.16095,3.53781,26.41463,43.83959,8.02326,25.02644,19.13288,34.26217,48.36806,49.89531,25.83999,1.98863,19.4691,40.50604,0.0,97.98876,84.89482,0.0,90.27769,99.51954,8.88864,28.44311,0,58.3656,32.98369,79.32855,52.42164,50.94919,29.43741,2.52283,98.85766,25.74256,38.32259,41.94649,44.93537,48.52333,17.54408,65.46259,90.113,31.4646,56.38873,18.62302,42.05955,18.88921,80.27606,2.87632,13.64099,3.05675,64.09811,23.49751,0,49.58571,89.70067,94.27971,66.59341,27.6534,37.3106,77.51321,2.58253,21.26972,83.71159,27.42691,77.51332,2.61779,62.13111,30.84435,7.55722,87.6916,14.26636,11.4728,42.15997,70.94964,47.46098,12.2124,93.52681,31.37378,32.45207,39.0792,0.0,0.0,0.0,92.37406,31.51657,35.23084,33.22953,26.62154,18.78842,47.44204,26.54259,58.94009,34.75478,41.17402,2.75243,49.54985,14.18477,37.97574,45.56376,6.12864,54.87418,93.13989,48.94471,11.23498,82.4287,7.81805,29.25912,8.83292,67.26462,82.15065,17.86759,48.90481,34.68157,14.32962,12.11143,87.85643,15.79508,31.04385,22.45056,38.74314,20.57166,76.81139,8.20231,59.69903,24.56827,21.75628,87.43035,38.12514,69.15087,31.82526,90.31258,12.65517,16.9231,10.50659,56.91218,0.02189,60.33728,77.75216,36.13799,41.38626,9.7493,1.19554,20.83337,94.223,82.09491,73.43733,40.31534,21.91519,70.67879,89.88803,31.10614,9.28102,0,81.17257,41.57993,28.2247,100.0,43.05183,40.45978,19.91281,58.02281,5.02212,78.7486,46.75801,32.35811,55.59857,56.17272,25.88959,64.46043,96.04425,51.11453,93.77278,98.28483,49.09957,58.70044,31.0404,25.4727,62.84419,56.38385,31.27446,53.61564,67.57697,5.99478,25.38931,0.0,74.79277,26.97367,88.94074,36.90642,94.66988,35.42423,46.24137,89.49421,1.71076,64.75179,46.59446,60.70675,69.71392,0.0,41.47735,42.94759,51.95272,11.13624,55.53146,20.89301,85.18336,45.84124,61.60548,20.68674,97.17403,0.0,81.79524,12.15524,93.00171,76.12458,72.11304,22.43929,30.79959,96.78147,32.04073,46.71774,92.5644,24.97394,23.56137,19.58632,7.09558,28.66509,56.77902,26.64983,29.19215,51.59844,63.93133,0.0,63.18582,28.79404,45.35522,38.61664,38.55138,39.20382,17.97882,7.49893,56.34889,26.24242,12.94224,44.12541,7.18852,91.17424,36.37602,44.38966,58.6096,6.80376,91.60243,51.82391,94.3871,9.47816,64.60739,29.68299,42.15707,42.77115,48.25465,16.16421,29.00549,33.38038,28.5202,0,94.45379,27.11801,37.50742,0.0,7.21593,97.99641,91.15745,40.09911,0.0,19.28376,100.0,18.34734,11.55456,26.85971,21.23066,37.18836,54.39233,17.69026,44.60613,92.29583,97.21053,8.88637,16.8457,26.78025,21.20261,61.498,97.73906,10.04834,10.82915,78.90981,44.16955,65.37256
p__Actinobacteria,3.82394,3.32593,3.01911,0,0.13897,2.94123,4.96571,2.09353,3.49786,0.52622,0,19.43017,6.81962,25.08419,2.60682,1.47611,0.0,6.48932,5.20726,0.51058,0.58277,0.00954,0.24297,0.62832,0.9466,6.62445,0.14669,2.43176,4.2104,7.51165,1.15107,2.0684,37.57939,3.3343,0.27881,0,13.4552,0.21731,0.00456,3.04069,36.98931,0.0,0,3.87228,38.66573,1.24134,34.57086,0.56974,0.35198,1.794,0.26738,0.11094,0.1511,0.50575,43.02674,0.18425,1.1197,0.76255,0.90313,0.27078,5.04675,0.25974,0.11629,0.20317,4.48315,0.20448,4.67734,0.61525,1.83373,0.74389,0.07108,8.80074,1.45463,0,0.10036,0.03046,0.6368,0,0.09059,0.1612,0.19562,14.07379,42.0549,0,0.27328,0.12336,1.20524,0.54084,0.0,1.03936,0.25754,0.0,2.06429,0.10386,1.12365,0.67682,0,5.9999,3.8881,0,6.98654,25.55834,0.14542,0,0.0688,2.06014,1.33137,0.05497,2.41125,0,0,0.93251,1.91339,6.26846,40.83109,0.23268,3.01003,0.82085,5.04295,0.00234,0.04615,0.19882,5.09571,0.27022,0,0.86387,0,0,0,13.53708,25.38075,2.32593,0.00388,1.85712,1.36573,3.82825,20.59946,81.74025,13.86095,0.86301,0,2.09666,0.58291,1.98169,0.24864,4.421,2.12841,0,2.06283,1.37112,0.27897,0.11343,0.0,0.0,0.0,3.80594,0.14678,61.91705,2.01067,0.41352,1.30642,2.37545,0.09164,1.73541,0.20775,0.65033,77.41633,1.21886,0.00364,0.24538,5.72945,1.69172,27.82741,5.15423,3.51214,1.3149,6.87734,1.75573,1.88983,17.69646,1.20172,0,0,10.74614,1.19539,11.93409,0.31313,4.75386,0.58534,1.06804,8.8824,5.93285,3.31952,0.52953,0,10.65827,28.93203,0.18959,10.35868,21.5455,2.64996,8.43168,8.42433,1.28282,0.59827,13.34647,0.16255,0.58808,12.32071,1.99014,6.17656,2.42374,0.19972,0,4.84291,3.2682,1.1408,0.75731,2.48009,0.11829,25.51086,3.97193,3.15505,0.72346,14.95141,0.53045,0.66466,19.23367,0,16.73137,35.22099,4.65414,0.03308,0.14768,0,17.15405,2.59762,0.81019,0,0.15859,1.42448,0.66474,2.27971,1.71792,0.64805,0.38885,6.1986,19.05368,3.73266,22.11971,33.62684,0,23.84429,5.4631,0.14402,2.07331,0.0,2.61035,0.19632,2.53518,0.49446,0.85958,1.04479,3.97247,2.66793,0,8.8783,19.96017,1.77274,0,0.0,27.95815,0.99451,2.33547,0.26778,23.12586,0.61821,1.4346,3.68763,34.80962,0.88292,1.90462,0.0,0.47334,1.21152,1.86701,0,19.29149,0.02554,0.67312,0.98215,2.56122,1.41873,3.47242,0.20559,0.68821,1.96166,0.06101,1.25505,16.78759,0.31516,0.21736,3.44142,0.64551,0.0,18.48323,4.43796,11.70224,1.21443,3.03463,21.50016,5.04781,0.09149,1.69349,0.26788,3.78407,0.5507,0,2.23123,0.23838,0.33434,0,0.26663,1.74392,1.3805,0,9.55234,0.38059,0,1.45403,48.99372,0.67867,0.01622,0.57448,0.43218,0.00312,0,0.038,0.01928,1.0846,0.0,0.12538,1.42598,2.97254,0.46146,0.0,0.53917,0,0.36638,0.12826,0.1012,11.16219,1.09321,11.47526,22.31112,2.74854,3.36661,1.63181,0.02785,0.39807,1.29349,0.13457,0,2.04418,0,0.31879,0.4321,0,2.47282
p__Proteobacteria,0.83067,0.48069,2.83517,0,0.83887,91.19244,17.45869,2.34235,1.14088,25.84308,0.24877,61.14052,2.02429,2.70347,46.04303,1.83393,0.0,4.31739,2.58595,0.38492,0.1449,0.69475,28.13794,3.1499,0.67013,0.34497,2.72374,21.85594,0,78.73807,8.4169,6.89411,0.77588,11.31383,2.11494,0,0.14426,1.49157,1.42142,1.95993,0.61454,0.0,18.99237,91.38253,21.10129,5.24096,13.2116,3.34277,9.62706,5.45401,51.46683,0.07428,5.90424,3.49486,49.72405,8.06553,0.26483,0.67699,0.50994,1.21417,93.70247,1.31956,0,10.04477,0,1.51778,26.29361,17.59288,17.01564,0.92848,3.24578,31.43388,1.15761,2.30539,13.51211,0.44555,3.30428,0,1.1748,2.12892,1.49864,2.36729,7.0047,0,1.10308,5.97405,0,3.12241,0.0,0.89768,8.83556,0.0,7.45214,0.03394,0.7465,1.45454,0,0.10394,4.59091,0.27009,1.21076,1.6828,5.67954,0,0.80139,0.78992,7.99692,3.49655,5.27738,0,1.22986,1.15839,7.97361,1.56377,0,1.578,2.84,0.31806,4.47212,10.17967,0.9248,2.87485,2.57491,4.54741,0,0.51354,4.07699,0,6.4782,0.2521,8.46562,12.71616,1.03669,4.09575,0.78977,21.55933,0.28321,2.32195,0.10695,2.45594,1.15656,6.52831,4.78694,0.35758,2.00038,4.4772,0.21666,28.63125,3.75145,1.70994,14.9483,1.32146,0.0,0.0,0.0,2.10708,11.1903,1.39044,0.05553,1.8342,1.83115,0.70303,2.71075,0.22326,1.20089,0.31066,19.83124,0.4973,0.50855,6.62534,1.55734,0.90792,0.54735,1.37475,0.35479,0.79609,10.63586,3.28548,3.08695,73.16943,0.04479,7.61912,2.79126,0.33928,0.70411,73.23241,3.48575,0,9.67092,63.85958,1.18568,1.33342,0.72475,1.61656,74.59853,28.75655,45.08526,10.81831,0.06701,16.45237,0.14358,59.7379,1.26309,0,0.04619,76.14694,1.5229,38.83303,0.8923,18.18889,1.62968,0.93205,2.5723,0.41855,72.04068,0.55002,5.17634,24.59305,5.78488,1.86595,0.11878,6.02201,0.6596,2.37679,0,1.30048,0.7987,1.2564,0,4.13217,1.37304,0.02075,0.28732,5.82886,0,0.27821,0.24029,3.69955,11.78107,8.50496,0.98335,0,0.25832,2.44729,0.58746,7.25004,28.36241,6.67514,0.2746,0.5968,0,56.86274,0.01548,2.92931,1.53749,2.60338,0.0,1.51955,2.56806,1.52096,11.81501,4.09519,0.39221,4.10717,0,0,0.53196,0.66195,36.43952,1.73873,0.0,9.75649,0.08953,0.11992,12.22068,0,0.41762,11.58775,50.37865,2.16992,0.08559,0.05827,0.0,3.98588,86.17668,0.62035,0,5.96833,0.9296,0.46669,0,3.69146,2.76085,0.06099,4.10812,0,1.53638,0,4.86974,1.40544,1.33456,1.46014,0.86352,0.31111,0.0,0.13026,3.02088,0.66576,0.50206,8.70251,2.33017,2.63597,1.44381,3.5271,7.98713,0.75172,15.53488,0.94742,0.7695,3.95939,2.70995,0.29819,92.81968,0.12427,0.04767,0,80.90261,0.12867,0,0.2848,3.06264,1.46027,1.23986,18.88166,2.88758,0.59406,0,0.13706,0.85103,0.57597,0.0,2.65455,0.07538,0.44218,0.17099,0.0,2.33365,0,1.28557,2.00625,3.09695,67.09588,1.38429,0.50925,58.12525,0.0883,3.52716,0.72225,2.77056,2.95627,2.8315,0.45844,35.30509,0,0,2.96025,2.87399,0,4.24396
p__Verrucomicrobia,0.33187,0,0,0,0.22664,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.53691,0.03139,0,0,0,0,0,0,0,0.09442,0.00725,0,2.80797,0,0,0,0,0,0,0,0,0.0,0,0,0.06644,0,0,0,0,0,0,0,0,0,2.58517,0,0,0.37803,0,0,0,0,0,0,0,14.1923,0.00409,0,0,1.85373,0,0,0,0,0,0,0.11295,0,0,0,0.51435,0,0,2.15512,0.01395,0,0,0,0.0,0,0,0.0,0,0,0.04941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.83286,0.03424,0,0,0,0.18661,0,0,0,0,0.00957,0,0,0,0,4.45633,0,0,0,0,0,0,3.64341,0,1.98639,0.08254,0,0,0,0,0,0,0.13231,10.03208,0.00305,0.02738,20.63373,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,5.48139,0,0,0.01271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76233,0,5.1978,0,0.08631,0,0,0,0,2.58611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.60639,5.64635,0,0,0,0,0,0.09545,0,0,0,0,0,0,0.46386,2.05654,0,1.56905,0,0,0.15872,0,0,0,0,0,14.3426,0,0,0,2.67825,0,0,0,0,0,0,0,0,0,0,0,1.79028,0,0.0,0.01279,0,2.6898,0.21244,0,0,0,0,0,0.42266,0,0,0,0.0,0.0121,0.41674,0,0,0,0.57537,0,0,0,0,0.0007,0.0,0,0,3.9258,0,0,0,0,0,0,0,0,0.01827,0,0,0,0,0,0,0,10.49879,0.0084,0.0,0,0,0,0.66883,0,0.33234,0,0,0,50.74665,0,0,0,0.00855,0.32561,0,0,0,0.42935,1.59749,0,0,0,2.36408,0,0,0.10316,0,0,0,0.41455,0,0,0,3.46436,0.0,3.80906,0,0,0,0.0,0.00019,0,0,0,0.17276,0.0274,0,0,0,0,0,0,7.67298,0.4522,0,0.01553,0,0,0,0.05221,5.27917,0.62493,0
p__Bacteroidetes,0.13061,3.02106,69.77585,100.0,59.69986,0.09026,19.21485,43.10203,43.91105,1.25698,94.41269,1.38414,38.28456,47.78995,2.02723,73.66752,0.0,48.26577,41.40906,79.02494,66.7123,75.59541,1.40881,82.71542,72.47753,56.10417,89.2735,0.4936,9.06206,4.3794,46.61485,55.43272,46.67467,69.13348,65.79375,100.0,20.8005,90.83782,76.43223,55.06659,16.07003,0.0,6.42676,0.03715,4.24505,34.12506,15.69332,82.16402,0.46175,0.02724,0,92.8073,0.05566,69.03389,0,76.76779,21.33676,56.54794,40.89401,58.65671,0.20395,75.84076,0.17577,65.96748,0.00713,0.05976,0.18545,46.32506,66.53822,65.9582,79.28952,0.0134,49.52773,4.89066,62.22658,95.98618,69.53134,56.16041,90.71135,72.68344,78.65851,49.29583,2.41247,47.94958,72.75295,91.91396,79.32567,55.79811,0.0,0.03164,5.99683,0.0,0.12473,0.19183,89.19179,69.42554,100.0,35.41388,58.53729,19.84118,39.38105,21.7575,64.73763,97.47717,0.23651,71.2408,52.34912,54.50199,47.37601,51.47667,12.3932,31.71873,0,60.70317,1.33727,79.36911,52.07861,79.97188,9.99928,86.36104,85.3785,93.86957,28.01258,71.68486,100.0,43.31157,6.22234,0,21.13627,58.55743,28.84303,5.68116,92.40087,72.7774,12.14651,47.09135,0.85133,1.22441,23.7985,65.8367,91.28622,3.67735,80.23149,76.0152,55.58797,20.05089,29.55331,0.97986,0.65891,65.54516,52.18724,58.27943,0.0,0.0,0.0,0.06689,57.14634,1.16447,64.70427,71.13074,78.05571,43.99809,70.65503,39.10124,63.82386,57.85705,0,48.70424,85.16651,55.15354,47.14944,91.16828,16.72249,0.20175,46.08955,86.65403,0.04647,87.14074,65.74324,0.09439,30.70957,10.23023,76.41536,39.98942,58.15208,0,83.85717,1.19339,73.92371,0.02159,67.48136,51.21864,75.38407,21.04252,17.19916,0.44582,1.07571,67.23582,2.14035,23.07105,28.01777,0.00516,0,86.06201,82.43244,0,41.40238,60.557,26.36709,1.71551,55.99291,55.21185,68.84155,92.73956,2.22181,0.17266,11.58795,0.6774,51.41969,76.00512,3.6806,0.09116,65.07921,87.61873,85.04859,16.99651,56.32137,48.53106,0,34.48499,22.94268,75.41229,41.45207,89.00134,21.2514,35.66766,64.80398,39.42286,17.70361,65.36797,31.65512,2.22936,43.65071,1.88117,0.16675,43.26154,6.23828,43.23078,70.36177,13.24224,9.98931,11.8628,22.44138,24.0291,88.53413,69.934,0.0,20.87278,70.26194,4.09387,50.39874,0.25648,63.09902,45.64642,3.6854,98.28924,11.78718,32.78343,0,28.54735,0.0,20.78681,55.51902,43.86681,75.95732,9.88608,77.48252,1.15085,0.04694,1.3969,78.34476,0.08531,0.0,13.71249,0.04633,0.57273,21.07789,0.63902,76.60557,68.06061,2.17706,61.70659,47.71928,3.84966,70.68496,75.75043,76.91564,92.84341,65.21012,25.02795,71.70045,69.13035,33.59102,35.10364,0.0,18.08313,63.74713,42.25994,58.99804,49.61597,36.63351,74.33741,90.96578,35.87154,14.72782,67.73357,39.78901,91.86406,4.89271,55.20518,52.56604,41.09221,0.05251,6.09731,45.15043,5.13116,0.05677,34.52408,67.95293,56.1041,4.54775,49.36663,82.57971,51.51675,63.29869,70.46807,100.0,4.43172,71.01895,40.08018,0.0,85.25047,0.46827,5.42108,59.26845,0.0,77.84323,0,80.00071,86.30108,69.76938,0.23913,60.33415,33.55468,0.43144,52.55291,0.8104,0.43541,80.62015,79.34776,69.08129,78.18357,3.1969,0.15501,89.95166,85.71714,12.50492,55.14547,27.63271
