Abundance,SAMN08049672,SAMN08049695,SAMN08049714,SAMN08049741,SAMN08049706,SAMN08049711,SAMN08049696,SAMN08049774,SAMN08049635,SAMN08049632,SAMN08049768,SAMN08049646,SAMN08049737,SAMN08049675,SAMN08049730,SAMN08049630,SAMN08049621,SAMN08049679,SAMN08049628,SAMN08049704,SAMN08049757,SAMN08049735,SAMN08049686,SAMN08049725,SAMN08049747,SAMN08049661,SAMN08049731,SAMN08049629,SAMN08049770,SAMN08049709,SAMN08049745,SAMN08049634,SAMN08049693,SAMN08049698,SAMN08049697,SAMN08049655,SAMN08049775,SAMN08049699,SAMN08049623,SAMN08049759,SAMN08049669,SAMN08049729,SAMN08049749,SAMN08049776,SAMN08049717,SAMN08049716,SAMN08049740,SAMN08049666,SAMN08049761,SAMN08049739,SAMN08049754,SAMN08049712,SAMN08049701,SAMN08049636,SAMN08049760,SAMN08049744,SAMN08049746,SAMN08049660,SAMN08049772,SAMN08049631,SAMN08049733,SAMN08049755,SAMN08049642,SAMN08049644,SAMN08049756,SAMN08049674,SAMN08049773,SAMN08049718,SAMN08049764,SAMN08049688,SAMN08049670,SAMN08049687,SAMN08049627,SAMN08049752,SAMN08049734,SAMN08049763,SAMN08049622,SAMN08049668,SAMN08049722,SAMN08049692,SAMN08049707,SAMN08049727,SAMN08049650,SAMN08049648,SAMN08049762,SAMN08049640,SAMN08049677,SAMN08049682,SAMN08049719,SAMN08049671,SAMN08049685,SAMN08049736,SAMN08049691,SAMN08049656,SAMN08049765,SAMN08049724,SAMN08049684,SAMN08049618,SAMN08049750,SAMN08049700,SAMN08049681,SAMN08049738,SAMN08049715,SAMN08049659,SAMN08049645,SAMN08049619,SAMN08049683,SAMN08049702,SAMN08049651,SAMN08049690,SAMN08049637,SAMN08049751,SAMN08049643,SAMN08049766,SAMN08049680,SAMN08049723,SAMN08049676,SAMN08049641,SAMN08049767,SAMN08049620,SAMN08049720,SAMN08049728,SAMN08049713,SAMN08049647,SAMN08049721,SAMN08049705,SAMN08049703,SAMN08049710,SAMN08049625,SAMN08049748,SAMN08049664,SAMN08049624,SAMN08049708,SAMN08049649,SAMN08049662,SAMN08049732,SAMN08049743,SAMN08049633,SAMN08049758,SAMN08049742,SAMN08049657,SAMN08049654,SAMN08049658,SAMN08049694,SAMN08049726,SAMN08049665,SAMN08049678,SAMN08049626,SAMN08049653,SAMN08049652,SAMN08049771,SAMN08049753,SAMN08049673,SAMN08049663,SAMN08049667
g__Anaerofustis,,,,,,0.00922,0,0,0,0.00061,0.01962,0,0,0.02512,0,0.00684,0,0.01565,0.00288,0.02228,0,0,0,0.00511,0.02795,0,0,0.04856,0,0.00434,0.01233,0.0104,0,0,0,0,0,0,0,0,0,0,0,0,0.1221,0,0.00034,0.0034,0,0.01264,0.00654,0,0.0009,0.0215,0,0.01528,0.08847,0.02177,0,0.00572,0,0,0,0,0.04603,0,0,0,0.00723,0,0,0.00789,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0.02891,0,0.01315,0,0.00057,0.00027,0,0,0.00848,0,0.00097,0.00684,0.01242,0,0,0.01023,0.00793,0,0,0.00844,0.00196,0.04079,0.00405,0,0.04398,0.0006,0,0,0,0,0,0,0,0,0.03571,0.03332,0,0.0099,0.00676,0,0,0.03313,0,0,0,0,0,0,0.01326,0,0,0.00052,0,0,0,0,0,0,0,0.02958,0,0.00195,0,0,0,0,0,0,0,0
g__GGB9767,,,,,,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10477,0,0,0,0,0,0,0,0.13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14364,0,0,0,0,0
g__GGB3109,,,,,,0.00654,0,0,0,0,0,0,0,0,0.00193,0.09115,0,0,0,0,0,0,0,0,0,0.28186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16788,0,0.07912,0,0,0,0.13087,0,0.03882,0,0,0,0.00128,0.54563,0,1.57594,0.03855,0.00123,0,0,0,0,0,0,0.04592,0,0,0.02255,0,0,0,0,0,0,0.03978,0,0.80418,0.09637,0.00309,0,0,0,0,0.07031,0.05784,0,0,0,0,0,0,0.00144,0,0.06745,0,0.00749,0.36741,0,0.81034,0,0,0,0,0.01172,0,0,0.06404,0,0.06643,0,0,0,0,0,0,0.0556,0,0,0,0,0,0,0,0,0.00486,0,0,0,0,0.08988,0,0,0,0.04622,0,0,0,0,0.02082,0.19634,0,0,0.26458,0,0,0,0,0
g__GGB9581,,,,,,0.00481,0,0,0,0,0,0.01898,0,0,0.00849,0,0.03772,0,0,0,0.07414,0,0,0,0,0,0.00027,0,0,0,0.0503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07731,0,0.00351,0.01165,0,0,0,0,0,0,0,0.00934,0.00017,0.03199,0.004,0,1.77715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1394,0.11253,0,0,0,0,0,0,0,0,0,0.01044,0,0,0.1265,0,0,0,0.08962,0.00517,0,0,0,0,0,0,0,0.05347,0,0,0,0.02221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03678,0,0,0,0,0,0.01482,0,0,0.06656,0,0,0,0.11293,0.00029,0,0,0.0002,0,0,0
g__GGB9499,,,,,,0.00351,0,0,0,0,0.01638,0,0,0,0,0,0,0,0.14542,0,0,0,0,0.37044,0,0,0,0.08457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09186,0.10378,0,0,0,0,0,0,0,0,0,0,0,0.40606,0,0,0.11953,0,0,0,0,0,0,0,0,0,0,0.05348,0,0,0,0,0,0,0,0,0,0,0,0,0.04988,0,0,0,0,0,0,0.00468,0.00891,0,0.01407,0,0,0,0,0,0,0,0.04043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Christensenella,,,,,,0.0025,0,0,0,0,0.00338,0.00962,0.00126,0.02658,0,0,0,0.00397,0,0,0.02867,0,0.00219,0.02906,0,0.00771,0.00084,0,0,0,0.00224,0.03788,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.00748,0,0.01364,0,0,0.01031,0,0,0,0.00252,0,0.00066,0.01283,0,0,0.0059,0.01331,0,0,0,0.02806,0.02883,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0.04463,0.00168,0.01256,0,0,0.22785,0,0.01502,0.00443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03489,0.00079,0,0,0,0.09468,0,0,0,0.00949,0,0,0,0,0,0.07879,0,0,0.02703,0.10329,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0.02684,0,0.00116,0,0,0.04782,0,0,0,0,0,0,0.02186,0,0,0,0,0
g__GGB12785,,,,,,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634,0.00396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3005,,,,,,0.00131,0,0,0,0,0.00342,0,0,0.07941,0,0,0,0.0389,0,0,0,0,0.00088,0.00977,0.04542,0,0.00803,0.06316,0,0,0.00687,0,0.0207,0,0,0.20522,0,0,0,0,0,0,0,0,0,0,0.05141,0,0,0.02446,0.00293,0.0091,0.00793,0,0,0,0,0,0,0.44883,0,0,0,0,0,0,0,0.59517,0,0,0,0.04892,0,0,0,0,0,0,0,0,0,0,0.18399,0,0.03768,0,0,0,0,0.07696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01612,0,0.05956,0.03028,0,0,0,0,0.0103,0,0,0,0,0,0,0.29309,0,0,0.08005,0.263,0,0,0.00754,0,0,0,0,0,0,0.19431,0,0,0,0,0,0,0,0,0,0,0,0,0.07275,0,0.008,0.00958,0,0,0,0,0
g__GGB58485,,,,,,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296,0.00262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0,0.03457,0,0,0,0,0,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01582,0,0,0,0,0
g__Candidatus_Metaruminococcus,,,,,,0.00011,0,0,0,0,0.00241,0,0,0.03379,0,0,0,0.0022,0,0,0,0.01412,0,0.00456,0,0,0.00035,0,0,0,0,0,0,0,0,0,0.00394,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0.01437,0,0,0,0,0,0,0.00344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0.02289,0,0.00515,0,0,0,0,0.04422,0,0,0,0,0,0,0.11041,0.02838,0,0,0,0,0,0,0.00487,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,0,0.00117,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0.00878,0,0,0,0,0.00602,0,0.0003,0,0,0.00766,0,0,0.0049,0,0,0,0,0
s__Blautia_sp_MSK_20_85,,,,,,5.25679,0,0,0,0,0,0,0,0,0,1.112,0,0,0.78155,0,0,0,0,0,0,0.00978,0,0,0.68498,0,0,0,0,0,3.21952,0,3.0924,0,0,0,0,0,0,0,0,3.42979,0,0,0,0,0,0.06344,0,2.06595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16797,0,0,0,0,0,0,0.97424,0,0,0,0,0,0,0,0,0.06245,0,0,0,0,0,0,0,0,2.15632,0,0,0,0,0,0,0,0,0,1.1517,0,0,0,0,0,0,0,0,0,0,0,0,0.76972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91508,0,0,2.32297,0,0,0,0,0,0,0,2.75275,0.51414,0,0,0.48795,0,0
s__Bifidobacterium_bifidum,,,,,,2.76355,0,0,0,0,0,0,1.33303,0,0,0,0,0,0,0,0,1.03841,0,0,0,0.70797,0,0,0,0,0.60059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77941,0,0,3.31068,0,0,1.01046,0,0,0.68776,0,0,0,0,0,0,0,0,0,4.06344,2.98943,0,0,2.17017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15068,0,0,0,0,0,0,0,0,2.2798,1.03483,0,0,0,12.2034,0,0,0,0,0,0,4.91238,0,0,0,0,0,0.68403,0,0,0,2.30786,0,0,0,0,0,0,0,0.19711,0,0,0,0,0,0,0,0,0,0,0,0.42293,0,0.81456,0,0,1.71425,0,2.55291,1.98735,1.52226,0,7.54265,0,0,0,7.79867,0,0
s__Bifidobacterium_adolescentis,,,,,,1.76933,0,0,6.41505,1.23298,0,1.65216,0,0,0.5825,0,0,0,2.51687,5.88641,0,0,0,1.42021,0,1.01223,0.78025,33.94146,0,0,7.40023,0,0,0,0.234,0,0,0,0,0,14.56698,0,0,0,0,2.28617,0,2.66412,36.45794,0,0,0,0,0,0.11898,0,0,0,19.35068,0,0.00018,0,0,0,0,0,0,0,1.89213,0,0,1.71869,0,0,0.67437,0,0,0,0,0,0,1.83924,1.54182,0,0,0,0,0,0,0,2.60681,0.00028,0,0,0,0,0.00039,0,0,0,0.00086,0,8.68413,3.66757,0,0,0,0,0,0,18.45522,0,0.13424,0,0,0,0,20.64252,0,1.51886,0,0.00569,0.00504,0,18.20165,0,0,0,0.00023,0.00776,0,0,0,1.21788,0,0,0,1.02501,0,6.1678,0,0,5.07874,0.34737,1.3428,1.97228,1.36143,0,13.78678,1.19791,0,0.00029,0,0,0
s__Phocaeicola_SGB6473,,,,,,1.44419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13322,0,0,0,0,0,0,0,0.31002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90136,0,0,0,0,0,0,0.40877,0,0,0,0,0
s__Blautia_faecicola,,,,,,1.31193,0,0,1.74478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01278,0,0,0,0,0,0.44443,0,0,0,0,0,0,0,0,0,0,0,0,0.14127,0,0,0,0,0,0,0,0,0,0,0.02881,0,0.0217,0,0,0,0,0,0,0,0,0,1.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09131,0,0,0,0,0,0,0,0.19837,0,0,0,0,0,0
s__GGB9568_SGB14980,,,,,,0.73245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583,0,0,0.94597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9158_SGB4449,,,,,,0.64035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_SGB4909,,,,,,0.63857,0,0,0,0.00133,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0.00197,0,0.08624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9758_SGB15368,,,,,,0.59934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82697,0.79849,0,0,0,0,0,0,0,0,1.79311,0,0,0,0,0,0,0,0,0,0,0,1.51013,0,0,0,0,0,0,0,0,0,0,0,0,1.32251,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17592,0,0,0,0,0,0,0.52593,0,0,0,0,0,0,0,0,0.06791,0.00587,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52636,0,0,0,0,0,0,0.44756,0,0,0,0,0,0,0,0,0,4.40781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99212,0,0.41733,0,0,0.44687,0,0,0,0,0,0,2.64055,0,0,0,0,0
s__GGB3278_SGB4328,,,,,,0.41495,0,0,0,0,0,0,1.15711,0,0,1.15265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41263,3.9613,0,0,0,0,0,0,0,0,0,0,0,0,0.27643,0,0.9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Akkermansia_muciniphila,,,,,,0.39577,0,0,0,0.04475,0,6.40661,8.67534,0.00037,0,0,0,2.18884,0,0,0,0.29275,15.40682,0,0,0.87721,0.00055,0,0,0,0,0.79529,2.98954,0,0,0,0,0.00073,0.0668,0,8.96745,0.00092,0.00051,1.8778,0,0,1.42141,0.00183,0,6.09622,0,0,0,0,0,0,0.95329,0,0,0.08448,0.00142,0.15098,0,4.70977,0,0,0,0.70619,3.86044,0,0,0,0.01187,0.00726,2.0704,0,0,0.00255,0,0,22.34885,0,0,0,0,0,0.09475,9.64232,0,0.56623,29.88628,0.00135,0,0,0,0,0,0,0,0,0,0,0,0.1094,8.61784,0,0.93156,0,0,6.36222,0,0.00043,0.02135,0.03513,0,0,0.04329,0,0,0.0028,0,0,3.0378,12.56718,0,0,0.40518,0.00517,0.00095,0.00267,41.78139,0.00038,0,0,17.85115,0,0,5.663,0.00043,0,0,0,1.50247,0,0,0.00158,8.64982,0.00116,0,0,0,0.00295,0,0.00033,0
s__Eggerthella_lenta,,,,,,0.37751,0,0.10823,0.9711,0.04925,0.02133,0.24516,0.00639,0.15886,0.08409,0.24326,0.42914,0.01496,0.05261,4.58058,1.51036,0.04576,0,0.00167,0.20779,0,0.00677,0.05915,0,0.79605,0.02041,0.05093,0.146,0.0304,0.24399,0.0587,0.07803,0.2156,0,0.06468,0,0,0,0.03106,0.3488,0.06524,0.002,0.01163,0.20842,0.45595,0.15701,0.04222,0.04409,0.70658,0,0.53834,0.15663,0.76598,0,0.41536,0.02193,0.01521,0.0538,0.13605,0.52377,0.18739,0,0.08736,0.36567,0,0.32283,0.02071,0,0,0,0.01828,0.11336,0,0.01259,0.98829,0,0.04302,0.0415,0.39794,0.03922,0.39247,0.53347,0.21438,0,0.06601,0.02792,0.00209,1.09309,0.01672,0,0.31955,0.30316,0.33519,0,0.70973,1.97489,0.34346,0.97963,0.00052,0.16839,0.1056,4.47247,2.11026,0,0.42633,0.06563,0,0.071,0.01517,0,0,0,0,0.67571,1.82627,0.39632,0,0.00116,0.12599,0.68058,0,0.28756,0,0.25533,1.21082,0,0,0.0531,0.07936,0,0,0.24724,0.01361,0,0,0,0.01752,0.09438,0.16865,0.21709,0.74252,0.08188,1.06663,0.0248,0,0.69808,0.01295,1.18372,0.99938,0
s__GGB4651_SGB6438,,,,,,0.29759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.99504,0,0,0,0,0,0,0,0,0,0,0,1.87167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_SGB4961,,,,,,0.24681,0,0,0,0,0,0,0,0,0,0.2351,0.52549,0,0,0,0,0,0,0,0,0,0.07826,0,0,0,0,0.0528,0,0,0,0.00081,0.47522,0,0,0,0,0,0,0,0,0,0,0.10684,0,0.00391,0,0,0,1.24707,0,0,0,0,0.00207,0,0,0,0,0,0,0,0,0.01075,0,0,0,0,0,0,0.08057,0,0,0,0,0,0,0,0.06854,0,0,0,0,0,0,0,0,0.03862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21907,0,0,0.05058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07471,0,0,0.56026,0,0,0
s__Evtepia_gabavorous,,,,,,0.21122,0,0.1892,0,0,0.39121,0,0,0.52368,0,0,0,0.49712,0,0.71537,0.57217,0,0,0.24592,0,0.00528,0,0,0,0,0.11457,0,0,0,1.04365,0.48179,0.14823,1.33659,0,0.37902,0,0,0,0.63484,0,0,0.29124,0.42797,0,0.81412,0.35946,0,0,0,0,0,0,0,0,0.60927,0,0,0.30688,0.64241,0,0,0,0,0.58282,0,0,0.97052,0,0,0,0,0,0,0,0,0,0,1.00452,0.45402,0,1.58694,0,0.55105,0,0,1.05771,0,0,0,0,0,0.21755,0.43722,0,0,1.05874,0,0.96625,0.34268,0.50095,0,1.76017,0.85874,0,1.29188,0,0,0.28256,0.21582,0,0.3925,0,0,0,0,0,0,2.15057,0,0,0,0.33219,0,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0.37693,0.468,0,0,0,0.8075,0,0,0.52288,0,0.00637,0.06326,0,0
s__Desulfovibrio_SGB5077,,,,,,0.17074,0,0.02063,0.11956,0,0,0,0,0,0,0,1.48147,0,0.43808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10975,0,0,0.00031,0,0,0,0,2.40854,0,0,0,0,0,0,0.0122,0,0,0,0,0,0,0,1.16805,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40963,0,0,0.29839,0,0,0,0,0,0.01536,0,0,0.05847,0,0,0
s__Clostridium_sp_1001270J_160509_D11,,,,,,0.14253,0,0,0,0,0,0,0,0,0,0,0,0,0.01314,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921,0,0.00177,0,0,0.06448,0,0,0,0,0,0,0,0,0,0,0.00773,0,0,0.01521,0.25233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01327,0,0,0,0,0,0,0,0,0,0,0,0.00478,0,0,0,0,0,0.86309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18021,0,0.02876,0,0,0,0,0,0,0.02086,0,0,0,0,0,0,0,0,0,0.00425,0,0.0609,0,0,0,0,0,0
s__Streptococcus_australis,,,,,,0.11849,0,0,0,0.00303,0,0,0,0,0,0,0,0,0,0.02298,0,0,0,0,0.02842,0,0,0,0,0.03657,0,0,0.00286,0,0,0.00369,0.00709,0,0,0,0,0,0.00347,0,0,0,0,0.01001,0,0,0.00286,0,0,0,0,0,0,0,0,0.00085,0,0,0,0.00456,0.00121,0,0.03997,0,0,0,0,0,0,0.00858,0,0,0,0,0,0,0,0.02652,0,0,0,0,0,0,0,0,0.00341,0,0.03554,0.00898,0,0.00487,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20807,0.00831,0,0.01306,0,0,0,0,0,0,0,0,0.00643,0.06849,0.03159,0,0,0,0,0.00336,0,0,0,0.0104,0,0,0.01927,0,0,0,0,0,0,0,0,0,0,0.01346,0,0,0,0,0.00595,0,0
s__Clostridium_sp_1001270H_150608_G6,,,,,,0.10425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48791,0.35128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29343,0.00653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60283,0,0,0,0,0,0,0,0,0,0,0.36804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10779,0,0,0,0,0,0,0,0,0,0,0,0,0.00989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68947,0,0,1.58106,1.04482,0,0,0,0,0,0,0.12441,0,0,0,0,0,0,0.86452,0,4.58414,0,0,0,0,0,0,0,0,0,0,0,0
s__Candidatus_Howiella_intestinavium,,,,,,0.07079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminococcus_SGB4421,,,,,,0.06546,0,0,0,0,0,0,0.44031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68598,0,0,0,0,0,0,0,0,0,0,0,0,1.52825,0,0,0,0,0,0,0,0,0,0.38289,0,0,0,0,0,0,0,0,0.63307,0,0,0,0,0,0,0,0,0,0,0.74465,0,0,0,0,0,0,0,1.65518,0.30119,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3534_SGB4722,,,,,,0.06378,0,0,0,0,0.00551,0,0.00068,0,0,0.11662,0,0,0,0,0,0,0,0.00942,0,0,0.00176,0.08046,0,0,0.01136,0,0.01801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01192,0,0,0,0.00626,0.03732,0,0.01127,0.02141,0,0,0,0,0.22147,0,0,0,0.00518,0,0,0.01037,0,0,0,0,0,0,0,0,0,0,0.04147,0,0.00125,0,0,0,0,0.03265,0,0,0,0,0,0,0.00019,0,0,0,0.05469,0.01756,0.01651,0,0,0.01591,0,0.00828,0,0,0,0,0,0,0,0,0,0,0,0.00327,0.0352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293,0,0,0.01156,0,0.00927,0.00218,0,0,0,0,0.0513,0,0,0,0,0,0,0
